Order_ID,Order_Date,Region,Country,Sales_Rep,Team,Customer_ID,Customer_Segment,Product_Category,Product_Name,Stage,Units_Sold,Revenue,Target,Deal_Size
2805,2022/1/24,North,Canada,Maria Garcia,Team C,C1805,Corporate,Appliances,Refrigerator,Won,5,810,785,813
5803,2022/1/24,West,UK,Maria Garcia,Team C,C4803,Corporate,Electronics,Laptop Pro X,Won,5,1675,1499,1679
5082,2022/1/24,North,Canada,Alice Johnson,Team A,C4082,Corporate,Furniture,Standing Desk,Won,2,444,884,445
4677,2022/1/25,East,India,John Smith,Team A,C3677,Retail,Electronics,Smartphone Z,Lost,0,0,1150,0
2294,2022/1/25,South,Brazil,Alice Johnson,Team C,C1294,Corporate,Electronics,Laptop Pro X,Lost,0,0,670,0
4549,2022/1/25,West,Germany,Alice Johnson,Team B,C3549,Retail,Furniture,Office Chair,Won,6,264,130,269
5268,2022/1/25,North,USA,Wei Zhang,Team C,C4268,Corporate,Furniture,Office Chair,Opportunity,2,523,530,1047
5946,2022/1/25,South,Argentina,Alice Johnson,Team C,C4946,Retail,Furniture,Office Chair,Opportunity,4,671,913,1343
5338,2022/1/25,West,Germany,John Smith,Team B,C4338,Corporate,Furniture,Standing Desk,Won,7,1239,1066,1240
2653,2022/1/25,West,Germany,John Smith,Team A,C1653,Retail,Furniture,Office Chair,Lost,0,0,1586,0
4868,2022/1/25,East,China,Priya Sharma,Team C,C3868,Corporate,Furniture,Office Chair,Opportunity,5,442,556,885
2639,2022/1/26,East,China,Maria Garcia,Team A,C1639,Corporate,Appliances,Air Conditioner,Opportunity,2,312,754,625
3598,2022/1/26,East,India,Wei Zhang,Team C,C2598,Retail,Appliances,Air Conditioner,Lost,0,0,956,0
4110,2022/1/26,West,Germany,Maria Garcia,Team C,C3110,SME,Appliances,Microwave Max,Lost,0,0,505,0
3397,2022/1/26,North,USA,John Smith,Team C,C2397,Corporate,Appliances,Air Conditioner,Won,1,1208,1393,1208
2879,2022/1/26,West,Germany,Priya Sharma,Team B,C1879,Retail,Electronics,Laptop Pro X,Won,7,511,569,517
5591,2022/1/26,South,Brazil,Wei Zhang,Team C,C4591,Corporate,Appliances,Microwave Max,Opportunity,1,193,332,386
2925,2022/1/27,West,Germany,Maria Garcia,Team B,C1925,Retail,Furniture,Standing Desk,Lost,0,0,1521,0
4204,2022/1/27,West,UK,Alice Johnson,Team A,C3204,Corporate,Appliances,Air Conditioner,Opportunity,3,458,792,917
5182,2022/1/27,South,Brazil,Maria Garcia,Team C,C4182,Retail,Appliances,Refrigerator,Won,4,1612,1713,1612
4938,2022/1/27,East,China,Wei Zhang,Team A,C3938,Retail,Electronics,Tablet Air,Won,10,530,940,536
2798,2022/1/28,North,Canada,David Lee,Team B,C1798,Corporate,Appliances,Refrigerator,Opportunity,2,522,469,1045
3992,2022/1/28,East,China,David Lee,Team C,C2992,Retail,Appliances,Air Conditioner,Lost,0,0,719,0
1305,2022/1/29,East,China,David Lee,Team A,C0305,Retail,Electronics,Laptop Pro X,Lost,0,0,1223,0
3393,2022/1/29,West,Germany,Alice Johnson,Team C,C2393,Corporate,Appliances,Air Conditioner,Won,4,1540,1251,1542
5889,2022/1/29,East,China,John Smith,Team C,C4889,SME,Furniture,Standing Desk,Won,4,1156,1217,1159
5259,2022/1/30,North,USA,John Smith,Team C,C4259,Corporate,Furniture,Office Chair,Won,1,985,812,985
1068,2022/1/31,West,Germany,Priya Sharma,Team A,C0068,Corporate,Electronics,Smartphone Z,Opportunity,4,484,245,968
2880,2022/1/31,East,India,Alice Johnson,Team A,C1880,Corporate,Electronics,Laptop Pro X,Won,2,920,806,920
4894,2022/1/31,West,Germany,Wei Zhang,Team B,C3894,SME,Appliances,Microwave Max,Won,2,558,660,559
4417,2022/2/1,East,India,Wei Zhang,Team A,C3417,SME,Appliances,Refrigerator,Opportunity,3,734,1095,1469
5072,2022/2/1,South,Brazil,Priya Sharma,Team C,C4072,Corporate,Electronics,Laptop Pro X,Lost,0,0,552,0
5862,2022/2/2,East,India,John Smith,Team C,C4862,SME,Appliances,Microwave Max,Won,1,1510,1299,1510
3735,2022/2/2,East,India,Wei Zhang,Team A,C2735,Retail,Electronics,Smartphone Z,Opportunity,2,309,225,619
5021,2022/2/3,South,Brazil,Alice Johnson,Team C,C4021,Retail,Furniture,Standing Desk,Opportunity,5,224,336,449
5494,2022/2/3,North,Canada,John Smith,Team A,C4494,Retail,Appliances,Air Conditioner,Lost,0,0,1073,0
3165,2022/2/3,South,Brazil,Alice Johnson,Team B,C2165,Retail,Furniture,Standing Desk,Lost,0,0,1998,0
2762,2022/2/3,West,Germany,Alice Johnson,Team B,C1762,Corporate,Electronics,Laptop Pro X,Lost,0,0,882,0
3863,2022/2/3,North,USA,Alice Johnson,Team B,C2863,Corporate,Electronics,Tablet Air,Lost,0,0,780,0
1823,2022/2/4,West,Germany,Maria Garcia,Team C,C0823,Retail,Electronics,Tablet Air,Opportunity,1,475,422,951
3265,2022/2/4,North,Canada,Wei Zhang,Team C,C2265,Corporate,Electronics,Tablet Air,Won,9,1737,2237,1744
2501,2022/2/4,West,UK,John Smith,Team B,C1501,SME,Electronics,Tablet Air,Opportunity,5,525,539,1050
1255,2022/2/5,North,Canada,Alice Johnson,Team B,C0255,Retail,Furniture,Standing Desk,Won,2,866,895,867
5352,2022/2/5,West,Germany,Alice Johnson,Team B,C4352,Corporate,Appliances,Microwave Max,Opportunity,1,348,763,697
1454,2022/2/5,South,Argentina,Alice Johnson,Team C,C0454,SME,Electronics,Tablet Air,Opportunity,5,202,361,404
1615,2022/2/5,East,India,Priya Sharma,Team A,C0615,SME,Furniture,Office Chair,Won,10,710,791,718
1604,2022/2/6,South,Brazil,Priya Sharma,Team A,C0604,SME,Appliances,Refrigerator,Opportunity,5,265,622,531
3568,2022/2/6,West,Germany,Wei Zhang,Team B,C2568,Retail,Electronics,Laptop Pro X,Won,5,395,473,397
4869,2022/2/7,West,Germany,Maria Garcia,Team C,C3869,SME,Furniture,Office Chair,Lost,0,0,1837,0
1341,2022/2/7,South,Brazil,Priya Sharma,Team C,C0341,SME,Appliances,Air Conditioner,Won,8,1440,1462,1441
4115,2022/2/7,West,UK,Wei Zhang,Team A,C3115,Retail,Furniture,Office Chair,Won,3,822,810,823
3323,2022/2/7,West,Germany,Alice Johnson,Team A,C2323,Corporate,Electronics,Tablet Air,Won,2,388,421,389
4618,2022/2/7,South,Brazil,John Smith,Team B,C3618,SME,Appliances,Air Conditioner,Lost,0,0,899,0
1402,2022/2/8,North,Canada,Maria Garcia,Team B,C0402,Corporate,Appliances,Microwave Max,Lost,0,0,1417,0
1788,2022/2/8,North,Canada,Wei Zhang,Team A,C0788,SME,Furniture,Office Chair,Opportunity,2,215,328,430
1186,2022/2/8,South,Argentina,David Lee,Team B,C0186,SME,Appliances,Air Conditioner,Opportunity,4,156,52,313
2037,2022/2/9,East,China,Alice Johnson,Team B,C1037,Corporate,Electronics,Smartphone Z,Opportunity,4,198,406,397
2562,2022/2/9,South,Brazil,Priya Sharma,Team C,C1562,Corporate,Electronics,Smartphone Z,Lost,0,0,1485,0
5237,2022/2/9,East,India,David Lee,Team C,C4237,SME,Furniture,Office Chair,Won,8,1328,1195,1332
5734,2022/2/9,East,China,Alice Johnson,Team A,C4734,Corporate,Appliances,Air Conditioner,Won,7,1316,1154,1321
3574,2022/2/9,North,Canada,Wei Zhang,Team C,C2574,Retail,Electronics,Smartphone Z,Lost,0,0,1197,0
2558,2022/2/10,North,Canada,Maria Garcia,Team C,C1558,Retail,Appliances,Microwave Max,Won,3,471,726,472
2921,2022/2/10,West,Germany,Wei Zhang,Team A,C1921,Retail,Appliances,Air Conditioner,Won,6,636,514,637
2759,2022/2/10,East,China,John Smith,Team B,C1759,SME,Appliances,Microwave Max,Lost,0,0,1413,0
5078,2022/2/10,East,China,Priya Sharma,Team C,C4078,SME,Electronics,Tablet Air,Opportunity,4,485,326,971
1458,2022/2/10,West,UK,John Smith,Team B,C0458,Corporate,Electronics,Tablet Air,Opportunity,2,662,904,1324
5822,2022/2/10,West,Germany,John Smith,Team C,C4822,Corporate,Electronics,Laptop Pro X,Won,2,1066,1203,1066
1257,2022/2/10,North,Canada,David Lee,Team C,C0257,Retail,Electronics,Smartphone Z,Opportunity,1,190,584,381
1268,2022/2/10,East,China,John Smith,Team C,C0268,SME,Electronics,Laptop Pro X,Won,2,566,903,567
3188,2022/2/11,West,Germany,Alice Johnson,Team C,C2188,Retail,Electronics,Tablet Air,Lost,0,0,842,0
3980,2022/2/11,North,Canada,Wei Zhang,Team C,C2980,SME,Appliances,Air Conditioner,Won,7,301,7,305
1650,2022/2/12,North,Canada,Alice Johnson,Team A,C0650,Corporate,Furniture,Office Chair,Lost,0,0,1031,0
1484,2022/2/12,North,Canada,Maria Garcia,Team B,C0484,Retail,Furniture,Office Chair,Won,8,1072,1474,1075
2319,2022/2/12,East,China,Maria Garcia,Team B,C1319,Corporate,Furniture,Standing Desk,Lost,0,0,935,0
4885,2022/2/13,West,UK,Alice Johnson,Team A,C3885,Retail,Appliances,Air Conditioner,Lost,0,0,1222,0
3287,2022/2/14,South,Argentina,Alice Johnson,Team C,C2287,Retail,Electronics,Tablet Air,Lost,0,0,1300,0
3902,2022/2/14,South,Brazil,Maria Garcia,Team B,C2902,SME,Appliances,Refrigerator,Opportunity,3,616,927,1233
4453,2022/2/15,North,USA,Priya Sharma,Team B,C3453,Retail,Electronics,Tablet Air,Lost,0,0,717,0
3776,2022/2/15,North,Canada,Wei Zhang,Team B,C2776,SME,Electronics,Tablet Air,Won,5,830,976,830
5150,2022/2/16,North,Canada,Maria Garcia,Team B,C4150,SME,Appliances,Microwave Max,Won,8,1160,1001,1160
1826,2022/2/16,South,Argentina,Wei Zhang,Team B,C0826,Retail,Furniture,Standing Desk,Won,2,1756,1873,1756
1246,2022/2/16,South,Argentina,Wei Zhang,Team C,C0246,Retail,Furniture,Standing Desk,Won,1,301,798,301
4338,2022/2/17,South,Brazil,Maria Garcia,Team C,C3338,Corporate,Appliances,Air Conditioner,Opportunity,2,103,165,206
1963,2022/2/17,South,Brazil,Wei Zhang,Team B,C0963,Retail,Appliances,Air Conditioner,Opportunity,3,474,208,949
1551,2022/2/17,North,USA,John Smith,Team B,C0551,Retail,Furniture,Standing Desk,Lost,0,0,1910,0
3808,2022/2/17,West,UK,Alice Johnson,Team A,C2808,Retail,Appliances,Refrigerator,Lost,0,0,1212,0
1142,2022/2/17,South,Argentina,John Smith,Team A,C0142,Corporate,Electronics,Smartphone Z,Opportunity,4,424,730,849
4435,2022/2/17,East,India,Priya Sharma,Team C,C3435,Retail,Appliances,Air Conditioner,Won,6,816,924,821
2409,2022/2/17,South,Brazil,David Lee,Team C,C1409,SME,Appliances,Refrigerator,Lost,0,0,1976,0
5032,2022/2/18,South,Brazil,Alice Johnson,Team A,C4032,Corporate,Electronics,Smartphone Z,Lost,0,0,1245,0
5540,2022/2/18,South,Brazil,David Lee,Team B,C4540,Retail,Appliances,Air Conditioner,Won,3,1515,1748,1517
5415,2022/2/19,North,Canada,Priya Sharma,Team A,C4415,SME,Furniture,Standing Desk,Lost,0,0,1820,0
4295,2022/2/19,West,Germany,David Lee,Team B,C3295,Retail,Appliances,Air Conditioner,Won,4,1128,1385,1129
1892,2022/2/19,East,India,Wei Zhang,Team A,C0892,Retail,Electronics,Laptop Pro X,Lost,0,0,1725,0
5441,2022/2/19,North,USA,Priya Sharma,Team C,C4441,SME,Furniture,Standing Desk,Lost,0,0,631,0
5340,2022/2/19,North,USA,Wei Zhang,Team B,C4340,SME,Appliances,Microwave Max,Opportunity,5,564,695,1129
3749,2022/2/19,West,UK,Wei Zhang,Team A,C2749,SME,Furniture,Standing Desk,Lost,0,0,1345,0
3716,2022/2/19,West,UK,David Lee,Team C,C2716,Corporate,Appliances,Microwave Max,Opportunity,1,423,796,846
4407,2022/2/19,East,India,Alice Johnson,Team A,C3407,SME,Furniture,Standing Desk,Opportunity,3,392,426,785
2627,2022/2/20,North,Canada,David Lee,Team C,C1627,Retail,Furniture,Standing Desk,Won,8,896,1158,897
1041,2022/2/20,South,Argentina,Alice Johnson,Team C,C0041,SME,Electronics,Laptop Pro X,Lost,0,0,1351,0
3157,2022/2/20,North,USA,Priya Sharma,Team B,C2157,Corporate,Electronics,Tablet Air,Opportunity,2,283,647,567
1540,2022/2/20,West,Germany,Wei Zhang,Team B,C0540,Retail,Electronics,Smartphone Z,Lost,0,0,1006,0
5927,2022/2/21,South,Brazil,John Smith,Team B,C4927,Corporate,Appliances,Refrigerator,Lost,0,0,796,0
3273,2022/2/22,West,Germany,Maria Garcia,Team A,C2273,Corporate,Furniture,Standing Desk,Won,6,1686,1527,1691
4133,2022/2/22,South,Brazil,Maria Garcia,Team B,C3133,SME,Furniture,Office Chair,Opportunity,5,662,969,1324
2208,2022/2/22,West,UK,John Smith,Team B,C1208,Retail,Appliances,Air Conditioner,Won,8,1448,1234,1455
4835,2022/2/22,West,Germany,John Smith,Team A,C3835,Corporate,Appliances,Refrigerator,Won,1,1721,1565,1721
4888,2022/2/22,North,Canada,Alice Johnson,Team C,C3888,Corporate,Furniture,Office Chair,Lost,0,0,1598,0
5654,2022/2/24,North,USA,Alice Johnson,Team B,C4654,SME,Furniture,Office Chair,Opportunity,1,436,137,872
3753,2022/2/24,South,Brazil,John Smith,Team A,C2753,Retail,Appliances,Air Conditioner,Won,7,1918,2236,1920
1112,2022/2/24,South,Argentina,John Smith,Team C,C0112,Retail,Appliances,Microwave Max,Lost,0,0,1756,0
4036,2022/2/24,North,Canada,Maria Garcia,Team B,C3036,Retail,Appliances,Refrigerator,Won,7,1274,1629,1276
5563,2022/2/25,South,Brazil,Maria Garcia,Team C,C4563,Corporate,Electronics,Laptop Pro X,Lost,0,0,919,0
5474,2022/2/25,West,Germany,Alice Johnson,Team C,C4474,Corporate,Electronics,Laptop Pro X,Won,10,1770,1997,1773
1094,2022/2/25,East,China,John Smith,Team C,C0094,Corporate,Furniture,Standing Desk,Lost,0,0,1316,0
2339,2022/2/25,West,Germany,David Lee,Team C,C1339,Corporate,Furniture,Standing Desk,Lost,0,0,975,0
4350,2022/2/25,South,Argentina,David Lee,Team A,C3350,SME,Electronics,Smartphone Z,Lost,0,0,1180,0
1798,2022/2/26,South,Brazil,Alice Johnson,Team A,C0798,Corporate,Appliances,Air Conditioner,Opportunity,5,735,919,1470
4752,2022/2/27,North,USA,David Lee,Team B,C3752,Retail,Appliances,Microwave Max,Won,2,1138,1576,1139
1545,2022/2/27,West,UK,Priya Sharma,Team C,C0545,SME,Furniture,Standing Desk,Won,1,325,543,325
3483,2022/2/27,East,China,Maria Garcia,Team C,C2483,SME,Furniture,Office Chair,Lost,0,0,1116,0
4828,2022/2/27,West,UK,David Lee,Team C,C3828,Corporate,Electronics,Tablet Air,Won,3,1278,1246,1278
3093,2022/2/27,West,UK,Priya Sharma,Team B,C2093,Corporate,Electronics,Laptop Pro X,Lost,0,0,1764,0
1146,2022/2/27,West,Germany,Maria Garcia,Team B,C0146,SME,Furniture,Standing Desk,Won,7,707,1087,707
1424,2022/2/28,East,India,Alice Johnson,Team C,C0424,SME,Electronics,Tablet Air,Opportunity,3,642,845,1285
5853,2022/2/28,East,China,Maria Garcia,Team B,C4853,Corporate,Electronics,Smartphone Z,Won,10,1150,1603,1151
3018,2022/2/28,West,Germany,Wei Zhang,Team B,C2018,SME,Furniture,Standing Desk,Won,7,378,253,384
3780,2022/3/1,South,Brazil,John Smith,Team B,C2780,Retail,Furniture,Office Chair,Won,1,1938,2141,1938
2177,2022/3/1,South,Argentina,John Smith,Team B,C1177,SME,Appliances,Refrigerator,Lost,0,0,1067,0
4833,2022/3/1,East,China,Wei Zhang,Team A,C3833,Retail,Electronics,Smartphone Z,Lost,0,0,695,0
2924,2022/3/1,South,Argentina,Wei Zhang,Team C,C1924,SME,Furniture,Standing Desk,Lost,0,0,1198,0
3671,2022/3/2,South,Brazil,Wei Zhang,Team B,C2671,Corporate,Appliances,Microwave Max,Lost,0,0,1221,0
1351,2022/3/2,West,Germany,John Smith,Team A,C0351,SME,Electronics,Laptop Pro X,Opportunity,5,568,762,1137
3384,2022/3/2,North,USA,Maria Garcia,Team C,C2384,Retail,Appliances,Air Conditioner,Won,10,1120,1599,1125
2788,2022/3/3,East,China,Maria Garcia,Team B,C1788,SME,Furniture,Standing Desk,Won,5,1070,1364,1072
5943,2022/3/3,South,Argentina,John Smith,Team A,C4943,SME,Electronics,Tablet Air,Opportunity,1,304,391,609
2482,2022/3/3,East,India,David Lee,Team A,C1482,Corporate,Electronics,Smartphone Z,Opportunity,5,608,332,1216
4756,2022/3/3,North,Canada,David Lee,Team C,C3756,Corporate,Appliances,Air Conditioner,Lost,0,0,613,0
4768,2022/3/3,South,Brazil,John Smith,Team A,C3768,Corporate,Appliances,Microwave Max,Opportunity,2,678,1125,1357
4608,2022/3/4,West,UK,David Lee,Team C,C3608,Corporate,Furniture,Standing Desk,Opportunity,2,296,431,593
4747,2022/3/4,West,UK,Alice Johnson,Team C,C3747,SME,Furniture,Standing Desk,Opportunity,1,637,992,1275
1803,2022/3/4,East,India,John Smith,Team B,C0803,Retail,Electronics,Laptop Pro X,Lost,0,0,615,0
4824,2022/3/4,West,Germany,Wei Zhang,Team B,C3824,Corporate,Electronics,Laptop Pro X,Opportunity,3,311,199,623
3047,2022/3/4,North,Canada,Maria Garcia,Team C,C2047,Retail,Appliances,Air Conditioner,Opportunity,4,559,647,1119
5003,2022/3/4,South,Brazil,Priya Sharma,Team C,C4003,SME,Electronics,Tablet Air,Opportunity,4,734,985,1468
3853,2022/3/6,South,Brazil,John Smith,Team C,C2853,Corporate,Furniture,Office Chair,Won,9,279,50,279
2137,2022/3/6,West,UK,David Lee,Team A,C1137,Corporate,Furniture,Standing Desk,Opportunity,3,495,863,990
5216,2022/3/6,South,Argentina,Wei Zhang,Team B,C4216,Retail,Appliances,Air Conditioner,Opportunity,5,616,708,1233
3103,2022/3/7,East,China,John Smith,Team C,C2103,Retail,Electronics,Laptop Pro X,Lost,0,0,957,0
1408,2022/3/7,West,Germany,David Lee,Team A,C0408,Corporate,Appliances,Air Conditioner,Won,9,1305,1790,1307
5884,2022/3/7,North,Canada,Maria Garcia,Team A,C4884,SME,Electronics,Smartphone Z,Opportunity,5,630,736,1260
1573,2022/3/7,West,UK,Alice Johnson,Team B,C0573,Corporate,Furniture,Office Chair,Lost,0,0,1406,0
4169,2022/3/8,West,UK,John Smith,Team A,C3169,SME,Appliances,Air Conditioner,Opportunity,3,455,759,910
2704,2022/3/9,North,Canada,Priya Sharma,Team B,C1704,SME,Appliances,Refrigerator,Opportunity,5,351,680,703
3268,2022/3/9,South,Brazil,Alice Johnson,Team C,C2268,Retail,Appliances,Microwave Max,Opportunity,2,599,841,1198
5077,2022/3/10,South,Argentina,Priya Sharma,Team A,C4077,SME,Appliances,Refrigerator,Won,2,1954,2353,1955
1654,2022/3/11,East,China,David Lee,Team B,C0654,Retail,Electronics,Tablet Air,Opportunity,1,682,567,1365
5596,2022/3/11,West,Germany,Alice Johnson,Team C,C4596,Retail,Electronics,Smartphone Z,Lost,0,0,1162,0
4639,2022/3/11,North,Canada,Alice Johnson,Team A,C3639,Corporate,Furniture,Office Chair,Opportunity,1,464,602,929
4553,2022/3/11,South,Brazil,Alice Johnson,Team B,C3553,Retail,Appliances,Refrigerator,Won,10,770,507,772
2808,2022/3/12,North,Canada,David Lee,Team B,C1808,Retail,Furniture,Standing Desk,Won,2,1340,1504,1340
4932,2022/3/12,North,USA,Maria Garcia,Team A,C3932,SME,Furniture,Standing Desk,Lost,0,0,554,0
4526,2022/3/12,North,USA,Wei Zhang,Team C,C3526,SME,Furniture,Standing Desk,Opportunity,2,120,464,241
1125,2022/3/12,West,UK,John Smith,Team A,C0125,SME,Appliances,Air Conditioner,Won,7,1022,838,1025
4332,2022/3/12,North,USA,Wei Zhang,Team A,C3332,Corporate,Furniture,Standing Desk,Opportunity,2,476,704,953
4798,2022/3/13,North,Canada,John Smith,Team A,C3798,Corporate,Appliances,Microwave Max,Opportunity,3,710,1088,1421
1085,2022/3/13,East,China,Maria Garcia,Team B,C0085,Retail,Furniture,Standing Desk,Opportunity,3,664,953,1328
2942,2022/3/13,West,Germany,Alice Johnson,Team A,C1942,SME,Electronics,Tablet Air,Won,1,527,703,527
4070,2022/3/13,South,Argentina,Priya Sharma,Team B,C3070,Retail,Furniture,Standing Desk,Lost,0,0,1055,0
2549,2022/3/14,North,Canada,Maria Garcia,Team A,C1549,SME,Appliances,Refrigerator,Opportunity,1,400,273,801
2192,2022/3/14,South,Argentina,David Lee,Team C,C1192,Retail,Appliances,Microwave Max,Opportunity,3,581,957,1163
1361,2022/3/14,North,USA,John Smith,Team B,C0361,Corporate,Appliances,Microwave Max,Won,1,725,873,725
5325,2022/3/14,South,Argentina,Wei Zhang,Team B,C4325,Retail,Appliances,Air Conditioner,Won,10,1400,1712,1405
3710,2022/3/15,North,USA,John Smith,Team C,C2710,Corporate,Appliances,Air Conditioner,Opportunity,2,411,440,822
2907,2022/3/15,West,Germany,David Lee,Team C,C1907,Retail,Furniture,Standing Desk,Lost,0,0,1487,0
5678,2022/3/15,South,Argentina,Wei Zhang,Team B,C4678,SME,Appliances,Refrigerator,Lost,0,0,581,0
4233,2022/3/15,West,UK,Alice Johnson,Team A,C3233,Retail,Furniture,Office Chair,Lost,0,0,777,0
3846,2022/3/15,West,UK,Wei Zhang,Team A,C2846,Retail,Electronics,Tablet Air,Opportunity,3,103,-69,207
3848,2022/3/15,North,USA,Wei Zhang,Team C,C2848,Retail,Electronics,Smartphone Z,Won,5,1700,2127,1703
5446,2022/3/16,North,Canada,Priya Sharma,Team A,C4446,SME,Appliances,Refrigerator,Opportunity,4,470,956,941
4412,2022/3/16,North,Canada,David Lee,Team A,C3412,Retail,Appliances,Refrigerator,Lost,0,0,1579,0
3401,2022/3/16,West,Germany,Wei Zhang,Team B,C2401,Retail,Appliances,Refrigerator,Won,5,1330,1187,1330
1310,2022/3/16,West,Germany,Wei Zhang,Team C,C0310,Retail,Electronics,Smartphone Z,Won,8,968,1116,973
3021,2022/3/17,North,Canada,David Lee,Team B,C2021,SME,Electronics,Laptop Pro X,Lost,0,0,1394,0
1618,2022/3/17,North,USA,Priya Sharma,Team C,C0618,Corporate,Electronics,Smartphone Z,Lost,0,0,1912,0
2363,2022/3/18,South,Brazil,Maria Garcia,Team A,C1363,Corporate,Furniture,Office Chair,Opportunity,1,550,538,1101
5938,2022/3/18,West,UK,Priya Sharma,Team B,C4938,SME,Furniture,Office Chair,Lost,0,0,1438,0
1110,2022/3/18,South,Argentina,Priya Sharma,Team C,C0110,SME,Electronics,Tablet Air,Opportunity,5,602,1028,1205
2601,2022/3/19,South,Brazil,Wei Zhang,Team A,C1601,Corporate,Furniture,Office Chair,Opportunity,2,580,637,1161
5888,2022/3/19,North,USA,John Smith,Team B,C4888,Retail,Furniture,Standing Desk,Lost,0,0,1468,0
2560,2022/3/19,North,USA,David Lee,Team A,C1560,Retail,Electronics,Tablet Air,Won,6,972,789,976
5444,2022/3/19,North,USA,Wei Zhang,Team A,C4444,SME,Furniture,Standing Desk,Won,9,1089,841,1092
2985,2022/3/19,East,India,David Lee,Team B,C1985,Retail,Appliances,Air Conditioner,Lost,0,0,1768,0
5056,2022/3/19,North,USA,Maria Garcia,Team C,C4056,Corporate,Electronics,Smartphone Z,Won,5,665,792,665
2526,2022/3/20,South,Argentina,Alice Johnson,Team A,C1526,Retail,Electronics,Smartphone Z,Lost,0,0,1802,0
5753,2022/3/20,West,Germany,Maria Garcia,Team C,C4753,SME,Furniture,Office Chair,Won,4,1052,1122,1053
4370,2022/3/20,North,Canada,Alice Johnson,Team A,C3370,Corporate,Furniture,Standing Desk,Opportunity,4,430,330,860
3501,2022/3/20,South,Brazil,John Smith,Team C,C2501,Retail,Appliances,Microwave Max,Lost,0,0,1408,0
2817,2022/3/20,West,Germany,Priya Sharma,Team B,C1817,Corporate,Electronics,Laptop Pro X,Lost,0,0,1966,0
3114,2022/3/21,North,USA,Wei Zhang,Team C,C2114,SME,Appliances,Refrigerator,Opportunity,5,318,80,637
4612,2022/3/21,North,USA,Priya Sharma,Team A,C3612,Corporate,Electronics,Smartphone Z,Opportunity,5,266,639,533
1972,2022/3/21,South,Brazil,David Lee,Team A,C0972,Corporate,Furniture,Office Chair,Lost,0,0,1201,0
4623,2022/3/22,South,Argentina,David Lee,Team C,C3623,Retail,Furniture,Standing Desk,Opportunity,4,241,586,483
1762,2022/3/22,West,Germany,Priya Sharma,Team B,C0762,SME,Electronics,Smartphone Z,Opportunity,4,182,82,365
2290,2022/3/23,South,Brazil,Maria Garcia,Team C,C1290,Retail,Appliances,Microwave Max,Won,4,880,1284,881
4112,2022/3/23,South,Argentina,David Lee,Team A,C3112,Retail,Electronics,Tablet Air,Lost,0,0,1256,0
1560,2022/3/23,West,UK,Alice Johnson,Team B,C0560,Corporate,Appliances,Microwave Max,Opportunity,5,294,762,589
4157,2022/3/23,South,Argentina,Priya Sharma,Team B,C3157,Retail,Appliances,Air Conditioner,Won,4,1992,2441,1994
2953,2022/3/23,North,USA,Maria Garcia,Team C,C1953,Corporate,Electronics,Smartphone Z,Won,9,909,1337,910
1634,2022/3/23,West,Germany,David Lee,Team C,C0634,Corporate,Appliances,Refrigerator,Lost,0,0,1932,0
5979,2022/3/23,North,USA,Alice Johnson,Team C,C4979,Retail,Electronics,Smartphone Z,Won,4,1144,944,1146
1288,2022/3/24,East,India,David Lee,Team A,C0288,Corporate,Furniture,Office Chair,Opportunity,3,252,617,505
2334,2022/3/24,South,Brazil,Maria Garcia,Team A,C1334,Corporate,Appliances,Air Conditioner,Lost,0,0,1213,0
4793,2022/3/24,North,USA,Maria Garcia,Team B,C3793,Corporate,Furniture,Standing Desk,Opportunity,1,315,443,630
3705,2022/3/25,South,Brazil,John Smith,Team B,C2705,SME,Electronics,Laptop Pro X,Won,10,1310,1434,1318
1872,2022/3/25,East,China,Wei Zhang,Team A,C0872,Corporate,Electronics,Tablet Air,Opportunity,5,455,869,910
1249,2022/3/25,South,Brazil,David Lee,Team A,C0249,Retail,Appliances,Refrigerator,Lost,0,0,748,0
3194,2022/3/25,East,India,John Smith,Team C,C2194,Retail,Furniture,Office Chair,Won,4,1060,1042,1061
3433,2022/3/25,West,UK,Wei Zhang,Team A,C2433,Retail,Appliances,Microwave Max,Lost,0,0,829,0
3048,2022/3/25,West,UK,Maria Garcia,Team A,C2048,Retail,Electronics,Laptop Pro X,Won,2,1872,1659,1872
1980,2022/3/26,East,China,Wei Zhang,Team A,C0980,SME,Appliances,Refrigerator,Opportunity,3,447,382,895
3312,2022/3/26,North,Canada,Wei Zhang,Team B,C2312,SME,Appliances,Air Conditioner,Won,8,456,722,461
2297,2022/3/26,West,Germany,Maria Garcia,Team B,C1297,SME,Furniture,Office Chair,Opportunity,3,626,507,1252
5318,2022/3/26,South,Brazil,Maria Garcia,Team A,C4318,Retail,Electronics,Smartphone Z,Won,7,1995,1964,1996
1994,2022/3/26,West,UK,Alice Johnson,Team B,C0994,Retail,Electronics,Laptop Pro X,Lost,0,0,1936,0
1166,2022/3/26,East,India,David Lee,Team C,C0166,Retail,Furniture,Standing Desk,Lost,0,0,728,0
4021,2022/3/27,East,China,Priya Sharma,Team C,C3021,Corporate,Furniture,Standing Desk,Won,2,1560,1655,1560
1327,2022/3/27,West,Germany,Priya Sharma,Team C,C0327,Retail,Appliances,Air Conditioner,Won,9,1611,2059,1618
5542,2022/3/27,South,Argentina,Maria Garcia,Team A,C4542,Corporate,Furniture,Office Chair,Lost,0,0,1146,0
